BEATS-2020-10-28 21:25:15.298 [main] INFO  xyz.liangwh.headwaters.HeadwatersApplication - Starting HeadwatersApplication on LAPTOP-VGLK8K0J with PID 13444 (D:\LearnProject\soft\headwaters\target\classes started by liangwh in D:\LearnProject\soft\headwaters)
BEATS-2020-10-28 21:25:21.877 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19132
BEATS-2020-10-28 21:25:21.878 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19133
BEATS-2020-10-28 21:25:21.878 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19134
BEATS-2020-10-28 21:25:21.879 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19135
BEATS-2020-10-28 21:25:21.879 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19136
BEATS-2020-10-28 21:25:21.879 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19137
BEATS-2020-10-28 21:25:21.880 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19138
BEATS-2020-10-28 21:25:21.880 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19139
BEATS-2020-10-28 21:25:21.880 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19140
BEATS-2020-10-28 21:25:21.881 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19141
BEATS-2020-10-28 21:25:21.881 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19142
BEATS-2020-10-28 21:25:21.881 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19143
BEATS-2020-10-28 21:25:21.882 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19144
BEATS-2020-10-28 21:25:21.882 [nioEventLoopGroup-6-1] INFO  xyz.liangwh.headwaters.netty.ServerHandler - 19145
